Lemma	Mark	Nature	Description	Formes communes	Code
aduenticius	, a, um	ADJqua	 	aduenticiis, aduenticia	21
aduento	, as, are	VER	 	aduentare, aduentabat	51
aduentor	, is	NOMcom	Auto. 	aduentorem	13
aduentus	, us	NOMcom	 	aduentu, aduentum	14
aduerro		VER	 (Uniquement forme ADVERRENS) 		53
aduersaria	, i	NOMcom	Auto. 	aduersariis, aduersaria	12
aduersarius1	, i	NOMcom	 	aduersariorum, aduersarios	12
aduersarius2	, a, um	ADJqua	 	aduersarium, aduersarius	21
aduerso	, as, are	VER	 (Uniquement forme ADVORSAVI) 		51
aduersor	, aris, ier	VER	 	aduersante, aduersantibus	5J
aduersum	, i	NOMcom	 L'autre côté;L'adversité (Sg.,Pf) 	aduersa, aduersis	12
aduersus1	, a, um	ADJqua	 	aduersa, aduersis	21
aduersus2		ADV	 	aduorsum, aduersus	60
aduersus		PRE	 		70
aduersus3		PRE	Auto. 	aduersus, aduersum	7
aduerto	, is, ere	ADJdis	 	aduertere, aduertit	33
aduesperascit	, ere	VER	Auto. 	aduesperascere	53
aduesperasco		VER	 	aduesperasceret, aduesperasset	53
aduigilo	, are	VER	 	aduigilare	51
aduiuo		VER	 		53
adulatio	, nis	NOMcom	 	adulatione, adulatio	13
adulator	, is	NOMcom	 	adulator, adulatorum	13
adulatorius	, a, um	ADJqua	 	adulatorii	21
adulescentia	, ae	NOMcom	 	adulescentiam	11
adulo	, as, are	VER	 	adulant	51
adulor	, aris	VER	 	adulandi, adulantem	5J
adulter1	, i	NOMcom	 	adulter, adulterum	12
adulter2	, ais	ADJqua	 	adultera, adulter	21
adultera	, ae	NOMcom	 	adultera, adulterae	11
adulterinus	, a, um	ADJqua	 	adulterinos, adulterina	21
adulterium	, i	NOMcom	 	adulterium, adulterio	12
adultero	, as, are	VER	 	adulterat, adulterare	51
adultus	, a, um	ADJqua	 =QVI CREVIT (propre et Fig., à propos de choses et de personnes) 	adulta, adultus	21
adumbratim		ADV	 	adumbratim	60
adumbratio	, nis	NOMcom	 		13
adumbratus	, a, um	ADJqua	 	adumbrata, adumbratis	21
adumbro	, are	VER	 	adumbrare, adumbratae	51
aduncus	, a, um	ADJqua	 	adunca, adunco	21
aduocatio	, nis	NOMcom	 	aduocationem, aduocatione	13
aduocatus	, i	NOMcom	 	aduocatus, aduocatum	12
aduoco	, as, are	VER	 	aduocata, aduocat	51
aduolo2	, as, are	VER	 	aduolauit, aduolant	51
aduoluo		VER	 	aduolueretur, aduoluta	53
adurgeo		VER	 	adurgens	52
aduro	, is	VER	 	adusta, adustis	53
adusque2		PRE	Auto. 	adusque	7
adustus	, a, um	ADJqua	 	adusta, adustas	21
adytum	, i	NOMcom	 	adytis, adyto	12
Aeacides	, ae	NOMpro	Auto. 	Aeacidae, Aeacides	11
Aeacidinus		ADJqua	Auto. 	Aeacidinis	2
Aeacus	, i	NOMpro	Auto. 	Aeacus, Aeacum	12
Aeaeus		ADJqua	Auto. 	Aeaeae, Aeaea	2
Aebutius	, i	NOMpro	 		12
Aecus	, i	NOMpro	Auto. 	Aeci, Aecus	12
aedes	, aedis	NOMcom	 	aedis, aedibus	13
aedicula	, ae	NOMcom	 	aediculam, aedicula	11
aedificatio	, nis	NOMcom	 	aedificationibus, aedificatio	13
aedificator	, is	NOMcom	 	aedificator, aedificatore	13
aedificium	, i	NOMcom	 	aedificia, aedificiis	12
aedifico	, as, are	VER	 	aedificare, aedificatam	51
aedilicius1	, i	NOMcom	 	aedilicii, aediliciis	12
aedilicius2	, a, um	ADJqua	 	aediliciam, aedilicium	21
aedilis	, is	NOMcom	 	aedilis, aediles	13
aedilitas	, tis	NOMcom	 	aedilitate, aedilitatem	13
aedituens		NOMcom	 	aedituentes	13
aeditumus	, i	NOMcom	 	aeditumi, aeditumum	12
aedituus	, i	NOMcom	 	aedituus, aeditui	12
aedon	, is	NOMcom	 (Greek)	aedon	17
Aedui	, i	NOMpro	Auto. 	Aeduos, Aeduis	12
Aeduus		ADJqua	Auto. 	Aeduus	2
Aeetaeus		ADJqua	Auto. 	Aeetaeos	2
Aeetes		NOMpro	Auto. (Greek)	Aeetae, Aeetes	17
Aeetine		NOMpro	Auto. (Greek)	Aeetine	17
Aefula	, ae	NOMpro	Auto. 	Aefulae	11
Aegaeum	, i	NOMpro	Auto. 	Aegaeo, Aegaeum	12
Aegaeus	, a, um	ADJqua	 	Aegaeo, Aegaeum	21
Aegaleus	, i	NOMpro	Auto. 	Aegalei	12
Aegeae	, ae	NOMpro	Auto. 	Aegeas	11
Aegeates		NOMpro	Auto. (Greek)	Aegeatas	17
aeger1	, i	NOMcom	 	aeger, aegri	12
aeger2	, ris	ADJqua	 	aeger, aegra	21
Aegeus		NOMpro	Auto. (Greek)	Aegeus, Aegei	17
Aegialus	, i	NOMpro	Auto. 	Aegiali, Aegialo	12
Aegides	, ae	NOMpro	Auto. 	Aegidas, Aegides	11
Aegiensis	, Aegiensis	ADJqua	Auto. 	Aegiensi	2
Aegimurus	, i	NOMpro	Auto. 	Aegimurum	12
Aegina	, ae	NOMpro	Auto. 	Aegina, Aeginae	11
Aeginetae	, ae	NOMpro	Auto. 	Aeginetis	11
Aeginium	, i	NOMpro	 		12
aegis	, dis	NOMcom	 (Greek)	aegida, aegide	17
Aegisthus	, i	NOMpro	Auto. 	Aegisthe, Aegisthus	12
Aegium	, i	NOMpro	Auto. 	Aegi	12
Aegle		NOMpro	Auto. (Greek)	Aegle, Aeglen	17
Aegoceros		NOMpro	Auto. (Greek)	Aegocerotis, Aegoceros	17
Aegon		NOMpro	Auto. (Greek)	Aegon, Aegonis	17
aegre		ADV	 	aegre, aegrius	60
aegreo	, es	VER	 	aegret	52
aegresco	, is	VER	 	aegrescit, aegresceret	53
aegrimonia	, ae	NOMcom	 	aegrimoniae, aegrimonia	11
Aegritomarus	, i	NOMpro	 		12
aegritudo	, inis	NOMcom	 	aegritudo, aegritudine	13
aegror	, is	NOMcom	 	aegror	13
aegrotatio	, nis	NOMcom	 	aegrotationes, aegrotationem	13
aegroto	, as, are	VER	 	aegrotare, aegrotet	51
aegrotus	, a, um	ADJqua	 	aegrotos, aegroto	21
aegrum	, i	NOMcom	 Ce qui provoque le chagrin (Uniquement Sg.) 	aegri	12
Aegyptii	, i	NOMpro	Auto. 	Aegyptii, Aegyptiorum	12
Aegyptius	, a, um	ADJqua	 		21
Aegyptus	, i	NOMpro	 		12
Aelia	, ae	NOMpro	Auto. 	Aelia	11
Aelianus	, i	NOMpro	Auto. 	Aeliano, Aelianum	12
aelinos		NOMcom	 (Greek)	aelinon	17
Aelius		ADJqua	Auto. 	Aeliam, Aelius	2
aelurus	, i	NOMcom	 	aeluros	12
Aemilia	, ae	NOMpro	Auto. 	Aemiliae, Aemilia	11
Aemilianus	, a, um	ADJqua	 		21
Aemilius	, i	NOMpro	 		12
aemula	, ae	NOMcom	 	aemula, aemulam	11
aemulatio	, nis	NOMcom	 	aemulatione, aemulatio	13
aemulator	, is	NOMcom	 	aemulator	13
aemulatus	, us	NOMcom	 	aemulatus	14
aemulor	, aris, ari	VER	 	aemulatus, aemulari	5J
aemulus1	, i	NOMcom	 Le détracteur;L'adversaire;Le rival 	aemulum, aemulo	12
aemulus2	, a, um	ADJqua	 	aemula, aemulus	21
Aeneadae	, ae	NOMpro	Auto. 	Aeneadae, Aeneadum	11
Aeneas		NOMpro	 (Greek)		17
aeneator	, atoris	NOMcom	 	aenatorum, aenatoribus	13
Aeneius		ADJqua	Auto. 	Aeneia	2
aeneolus	, i	ADJqua	Auto. 	aeneolos	2
aeneum	, i	NOMcom	 	aheneum, ahenea	12
aeneus	, a, um	ADJqua	 	aenea, aeneum	21
Aenides		NOMpro	Auto. (Greek)	Aenide	17
aenigma	, tis	NOMcom	 (Greek)	aenigmata, aenigma	17
aenipes	, dis	ADJqua	 	aenipedes	25
Aenobarbus	, i	NOMpro	Auto. 	Ahenobarbo	12
aenum	, i	NOMcom	 	aeno, aena	12
aenus	, a, um	ADJqua	 	aenis, aena	21
Aeolia	, ae	NOMpro	Auto. 	Aeolia, Aeoliae	11
Aeolides		NOMpro	Auto. (Greek)	Aeolides, Aeoliden	17
Aeolis	, Aeolidis	NOMpro	Auto. (Greek)	Aeolidem, Aeolis	17
Aeolius		ADJqua	Auto. 	Aeoliis, Aeolio	2
Aeolus	, i	NOMpro	Auto. 	Aeolus, Aeole	12
aequabilis	, is	ADJqua	 	aequabilis, aequabili	24
aequabilitas	, tis	NOMcom	Auto. 	aequabilitas, aequabilitate	13
aequabiliter		ADV	 	aequabiliter, aequabilius	60
aequaeuus	, a, um	ADJqua	 	aequaeuom, aequaeui	21
aequalis1	, 	NOMcom	 L'ami;Le Contemporain 	aequalium, aequales	13
aequalis2	, 	ADJqua	 	aequalis, aequali	24
aequalitas	, tis	NOMcom	 	aequalitas, aequalitate	13
aequaliter		ADV	 	aequaliter, aequalius	60
aequanimitas	, tis	NOMcom	 	aequanimitatem, aequanimitas	13
aequatio	, nis	NOMcom	Auto. 	aequationem	13
aeque		ADV	 	aeque, aequius	60
Aequi	, i	NOMpro	 		12
Aequicoli	, i	NOMpro	 		12
Aequiculus		ADJqua	Auto. 	Aequicula, Aequiculus	2
Aequicus	, a, um	ADJqua	 		21
aequilatatio	, nis	NOMcom	 		13
Aequimaelium	, i	NOMpro	Auto. 	Aequimaeli	12
aequinoctialis	, is	ADJqua	 	aequinoctialis	24
aequinoctium	, i	NOMcom	 	aequinoctium, aequinoctii	12
aequiparabilis	, is	ADJqua	Auto. 	aequiparabile	2
aequiparo	, as	VER	 	aequiperas	51
aequipollens	, tis	ADJqua	 		25
aequipondium	, i	NOMcom	 		12
aequitas	, tis	NOMcom	 	aequitate, aequitatem	13
aequo	, as, are	VER	 	aequare, aequari	51
aequor	, is	NOMcom	 	aequora, aequor	13
aequoreus	, a, um	ADJqua	 	aequoreas, aequoreis	21
aequum	, i	NOMcom	 La Plaine ;L'égalité des choses (Uniquement dans les locutions avec Prép.);=RECTVM (Sg.,Pf) 	aequo, aequum	12
aequus	, a, um	ADJqua	 	aequo, aequum	21
Aequus	, a, um	ADJqua	 		21
aer	, aeris	NOMcom	 (Greek)	aer, aera	17
aeraceus	, a, um	ADJqua	 		21
aeraria	, ae	NOMcom	 	aerariae	11
aerarium	, i	NOMcom	 	aerarium, aerario	12
aerarius1	, i	NOMcom	 	aerarios, aerariis	12
aerarius2	, a, um	ADJqua	 	aerari, aeraria	21
aeratus	, a, um	ADJqua	 	aeratas, aerata	21
aereus1	, i	NOMcom	 		12
aereus2	, a, um	ADJqua	 	aerea, aereum	21
Aeria	, ae	NOMpro	Auto. 	Aeriam	11
Aerias		NOMpro	Auto. (Greek)	Aerias	17
aerifer	, i	ADJqua	Auto. 	aeriferae	2
aeripes	, dis	ADJqua	 	aeripedes, aeripedem	25
aerius	, a, um	ADJqua	 	aerias, aeriae	21
aero		NOMcom	 		13
aeruca	, ae	NOMcom	 		11
aeruginosus	, a, um	ADJqua	 	aeruginosis	21
aerugo	, inis	NOMcom	 	aerugo, aerugine	13
aerumna	, ae	NOMcom	 	aerumnas, aerumnis	11
aerumnabilis	, is	ADJqua	 	aerumnabile	24
aerumnosus	, a, um	ADJqua	 	aerumnosi, aerumnoso	21
aes	, aeris	NOMcom	 	aere, aes	13
Aeschines	, Aeschinis	NOMpro	Auto. (Greek)	Aeschines, Aeschine	17
Aeschrio	, nis	NOMpro	 (Greek)		17
Aeschrion	, Aeschrionis	NOMpro	Auto. 	Aeschrio, Aeschrionis	13
Aeschyleus		ADJqua	Auto. 	Aeschyleo	2
Aeschylus	, i	NOMpro	 		12
Aesculapius	, i	NOMpro	 		12
aesculetum	, i	NOMcom	 	aesculetis	12
aesculinus	, a, um	ADJqua	 		21
aesculus	, i	NOMcom	 	aesculus, aesculo	12
aeserninus_C	, i	NOMcom	 		12
Aeserninus	, i	NOMpro	Auto. 	Aeserninum, Aesernini	12
Aesonides		NOMpro	Auto. (Greek)	Aesonides, Aesoniden	17
Aesonius		ADJqua	Auto. 	Aesonio, Aesonia	2
Aesopeus	, a, um	ADJqua	 		21
Aesopus	, i	NOMpro	Auto. 	Aesopus, Aesopi	12
aestas	, tis	NOMcom	 	aestate, aestas	13
aestifer	, a, um	ADJqua	 	aestifer, aestiferi	21
Aestii	, i	NOMpro	Auto. 	Aestiorum	12
aestimatio	, nis	NOMcom	 	aestimatione, aestimatio	13
aestimator	, is	NOMcom	 	aestimator, aestimatorem	13
aestimo	, as, are	VER	 	aestimare, aestimat	51
aestiua	, i	NOMcom	 = AESTIVA LOCA, AESTIVA CASTRA 	aestiuorum, aestiuis	12
aestiuus	, a, um	ADJqua	 	aestiua, aestiui	21
aestuarium	, i	NOMcom	 	aestuaria, aestuario	12
aestuo	, as, are	VER	 	aestuat, aestuare	51
aestuose		ADV	 	aestuosius	6-
aestuosus	, a, um	ADJqua	 	aestuosae, aestuosis	21
aestus	, us	NOMcom	 	aestus, aestu	14
aetas	, tis	NOMcom	 	aetas, aetate	13
aetatula	, ae	NOMcom	Auto. 	aetatulam, aetatulae	11
aeternitas	, tis	NOMcom	 	aeternitas, aeternitate	13
aeterno1	, as, are	VER	 	aeternet	51
aeterno2		ADV	 	aeterno	60
aeternum1	, i	NOMcom	 (Uniquement au Sg. dans les locutions avec Prép.) 	aeternum	12
aeternum2		ADV	 	aeternum	60
aeternus	, a, um	ADJqua	 	aeterna, aeternum	21
Aethalus	, i	NOMpro	Auto. (Greek)	Aethalon	17
aether	, is	NOMcom	 (Greek)	aethera, aether	17
aetherius	, a, um	ADJqua	 	aetheriis, aetherias	21
Aethiopes		NOMpro	Auto. 	Aethiopum, Aethiopes	13
Aethiopia	, ae	NOMpro	Auto. 	Aethiopiam, Aethiopia	11
Aethiops	, Aethiopis	ADJqua	Auto. 	Aethiopis, Aethiops	2
Aethon		NOMpro	Auto. (Greek)	Aethon	17
aethra	, ae	NOMcom	 	Aethra, Aethrae	11
Aetidemus	, i	NOMpro	Auto. 	Aetidemi	12
aetiologia	, e	NOMcom	 (Greek)	aetiologian	17
Aetna1	, ae	NOMpro	=Mons 		11
Aetna2	, ae	NOMpro	=VRBS 		11
Aetna		NOMpro	Auto. (Greek)	Aetna, Aetnae	17
Aetnaeus	, a, um	ADJqua	 		21
Aetnenses		NOMpro	 		13
Aetnensis	, is	ADJqua	 		24
Aetoli	, i	NOMpro	Auto. 	Aetolis, Aetoli	12
Aetolia	, ae	NOMpro	 		11
Aetolicus	, a, um	ADJqua	 		21
Aetolis	, Aetolidis	NOMpro	Auto. 	Aetolide	13
Aetolus	, a, um	ADJqua	 		21
aeuum	, i	NOMcom	 	aeui, aeuo	12
aeuus	, i	NOMcom	 = AEVVM (rare) 	aeuom	12
Afer	, Afris	NOMpro	Auto. 	Afer, Afro	12
affabilis	, is	ADJqua	 	adfabilis, adfabile	24
affabilitas	, tis	NOMcom	Auto. 	adfabilitas, affabilitate	13
affabre		ADV	 	adfabre	60
affatim		ADV	 	adfatim, affatim	60
affatus	, us	NOMcom	 	adfatu, affatus	14
affectatio	, nis	NOMcom	 	adfectatio, affectatio	13
affectator		NOMcom	 	affectator	13
affectio	, dfectionis	NOMcom	 	adfectionibus, adfectio	13
affecto	, as, are	VER	 	adfectare, adfectas	51
affectus1	, us	NOMcom	 	adfectus, affectus	14
affectus2	, a, um	ADJqua	 (A tous les sens du Verbe) 	adfecti, adfectus	21
affero	, rs, rre	VER	 	attulit, adferre	56
afficio	, is, ere	VER	 	adfectus, adfici	55
affigo	, is, ere	VER	 	adfixa, adfixus	53
affingo	, is, ere	VER	 	adfingere, adfingunt	53
affinis1	, dfinis	NOMcom	 	adfinis, adfinem	13
affinis2	, dfinis	ADJqua	 	adfinem, adfinis	24
affinitas	, dfinitatis	NOMcom	 	adfinitatis, adfinitatem	13
affirmate		ADV	Auto. 	affirmate	6
affirmatio	, dfirmationis	NOMcom	 	adfirmatio, adfirmatione	13
affirmo	, as, are	VER	 	adfirmat, adfirmare	51
afflatus	, us	NOMcom	 	afflatu, adflatum	14
affleo		VER	Auto. 	adflent	52
afflictatio		NOMcom	 	adflictationis	13
afflicto	, as, are	VER	 	adflictantur, adflictaretur	51
afflictor	, dflictoris	NOMcom	Auto. 	adflictorem	13
afflictus1	, us	NOMcom	 		14
afflictus2	, a, um	ADJqua	 (Uniquement au Comparatif) 	afflictae, adflictis	21
affligo	, is, ere	VER	 	adflixit, adflicta	53
afflo	, as, are	VER	 	adflauit, adflat	51
affluens	, dfluentis	ADJqua	 =ABVNDANS (propre); COPIOSVS, REFERTVS 	adfluens, adfluentis	25
affluenter		ADV	 		60
affluentia	, ae	NOMcom	 	adfluentia, adfluentiam	11
affluo	, is, ere	VER	 	adfluentium, adfluebant	53
affor	, aris	VER	 	adfatur, adfata	5J
afformido2	, as, are	VER	Auto. 	adformido	51
affrico	, as, are	VER	 	adfricuit	51
affulgeo		VER	 	adfulsit, adfulsisse	52
affundo2	, is, ere	VER	 	adfuso, adfusum	53
Afinius	, i	NOMpro	Auto. 	Afinio	12
Afraniani	, i	NOMpro	Auto. 	Afraniani, Afranianis	12
Afranianus		ADJqua	Auto. 	Afraniana, Afranianus	2
Afranius	, i	NOMpro	Auto. 	Afranius, Afrani	12
Afri	, i	NOMpro	Auto. 	Afris, Afrorum	12
Africa	, ae	NOMpro	 		11
Africana	, ae	NOMpro	Auto. 	Africanae	11
Africani	, i	NOMpro	Auto. 	Africani	12
africanus_C	, i	NOMcom	 		12
Africanus	, a, um	ADJqua	 		21
Africus	, a, um	ADJqua	 		21
Africus	, i	NOMpro	 		12
agaga	, ae	NOMcom	Auto. 	agaga	11
Agamemnon	, Agamemnonis	NOMpro	Auto. (Greek)	Agamemnon, Agamemnona	17
Agamemnonides	, ae	NOMpro	Auto. 	Agamemnonidae	11
Agamemnonius		ADJqua	Auto. 	Agamemnonias, Agamemnoniae	2
Aganippaeus		ADJqua	Auto. 	Aganippaeae	2
Aganippe		NOMpro	Auto. (Greek)	Aganippe, Aganippes	17
Aganippis		NOMpro	Auto. (Greek)	Aganippidos	17
agaso	, nis	NOMcom	 	agaso, agasonibus	13
Agathinus	, i	NOMpro	 		12
Agatho		NOMpro	Auto. 	Agatho	13
Agathocles		NOMpro	 (Greek)		17
Agathon	, Agathonis	NOMpro	Auto. 	Agathone, Agatho	13
Agathyrsi	, i	NOMpro	Auto. 	Agathyrsi	12
Agaue		NOMpro	Auto. (Greek)	Agaue, Agauen	17
age		INJ	 	age	90
Agedincum	, i	NOMpro	Auto. 	Agedinci, Agedincum	12
agedum		INJ	 	agedum, age	90
agellus	, i	NOMcom	 	agelli, agellos	12
agema	, tis	NOMcom	Auto. (Greek)	agema	17
Agenor	, Agenoris	NOMpro	Auto. 	Agenoris, Agenorem	13
Agenoreus		ADJqua	Auto. 	Agenorei	2
agens1		NOMcom	 = ACTOR IN IVDICIO 	agentis	13
agens2		ADJqua	 =EFFICAX, ACTVOSVS (Rhétorique);ACTIF (Grammaire) 		25
ager	, i	NOMcom	 	agros, agris	12
Agermus	, i	NOMpro	Auto. 	Agermum, Agermus	12
Agesilaus	, i	NOMpro	Auto. 	Agesilaus	12
Aggar		NOMpro	Auto. 	Aggar	16
aggemo	, is	VER	Auto. 	adgemit	53
agger	, is	NOMcom	 	aggere, aggerem	13
aggeratio	, nis	NOMcom	 		13
aggero1	, as	VER	 (pas de Sous-lemme) 	aggerat, aggerata	51
aggero2	, ere	VER	 (pas de Sous-lemme) 	aggerere, aggeritur	53
aggestus	, us	NOMcom	 	adgestu, adgestus	14
agglomero	, as, are	VER	 	adglomerant, agglomerant	51
agglutino	, as, are	VER	 	adglutinant	51
Aggrammes		NOMpro	Auto. (Greek)	Aggrammen	17
aggrauo	, as	VER	 	adgrauaret, adgrauando	51
aggredior	, re, iris, edi	VER	 	adgressi, adgressus	5N
aggrego	, are	VER	 	adgregare, adgregabantur	51
agilis	, is	ADJqua	 	agilis, agili	24
agilitas	, tis	NOMcom	 	agilitas, agilitatem	13
agino	, as, are	VER	Auto. 	aginaui	51
Agis		NOMpro	Auto. 	Agis, Agin	13
agitabilis	, is	ADJqua	 		24
agitatio	, nis	NOMcom	 	agitatio, agitatione	13
agitator	, is	NOMcom	 	agitator, agitatores	13
agitatus1	, us	NOMcom	 		14
agitatus2	, a, um	ADJqua	 =INCITATVS 	agitatus, agitatiorem	21
agite		INJ	 	agite	90
agito	, as, are, sse	VER	 	agitare, agitat	51
agmen	, inis	NOMcom	 	agmen, agmine	13
agna	, ae	NOMcom	 	agna, agnam	11
Agnalia	, Agnalis	NOMpro	Auto. 	Agnalia	13
agnascor		VER	 	agnatus	5L
agnatus	, i	NOMcom	 	agnatis	12
agnellus	, i	NOMcom	Auto. 	agnellum	12
agnina	, ae	NOMcom	 	agninam, agninae	11
agninus	, a, um	ADJqua	 	agninum	21
agnosco	, is, ere	VER	 	agnosco, agnoscere	53
agnus	, i	NOMcom	 	agnos, agnum	12
ago	, is, ere	VER	 	agere, agit	53
agon	, is	NOMcom	 (Greek)	agona, agonas	17
Agonalis	, Agonalis	ADJqua	Auto. 	Agonali, Agonalem	2
agonia	, s	NOMcom	Auto. 	Agonia, agonia	13
Agonis	, Agonidis	NOMpro	Auto. 	Agonis, Agonidem	13
agoranomus	, i	NOMcom	Auto. 	agoranomus, agoranomum	12
agrammatus	, a, um	ADJqua	 		21
agrarii	, i	NOMcom	 	agrarios	12
agrarius	, a, um	ADJqua	 	agrariae, agrariam	21
agrestis1	, 	NOMcom	 Le Paysan 	agrestis, agrestes	13
agrestis2	, 	ADJqua	 	agresti, agrestis	24
Agrestis	, is	NOMpro	Auto. 	Agrestis	13
Agrianes		NOMpro	Auto. 	Agrianum	13
Agriani	, i	NOMpro	Auto. 	Agrianos, Agriani	12
Agrianus		ADJqua	Auto. 	Agriani, Agrianis	2
agricola	, ae	NOMcom	 	agricolae, Agricola	11
agricultor	, is	NOMcom	Auto. 	agricultores	13
agricultura	, ae	NOMcom	Auto. 	agricultura	11
Agrigentini	, i	NOMpro	 		12
Agrigentinus	, a, um	ADJqua	 		21
Agrigentum	, i	NOMpro	 		12
Agrippa	, ae	NOMpro	 		11
Agrippina	, ae	NOMpro	Auto. 	Agrippina, Agrippinae	11
Agrippinenses		NOMpro	Auto. 	Agrippinensium, Agrippinenses	13
Agrippinensis	, Agrippinensis	ADJqua	Auto. 	Agrippinensem, Agrippinensi	2
Agrippinus	, i	NOMpro	Auto. 	Agrippinum, Agrippino	12
Agrius	, agrii	NOMpro	Auto. (Greek)	Agri, Agrios	17
agro	, as, are	VER	 		51
Agyieus		NOMpro	Auto. (Greek)	Agyieu	17
Agyllini	, i	NOMpro	Auto. 	Agyllini	12
Agyllinus		ADJqua	Auto. 	Agyllina, Agyllinae	2
Agyrinenses		NOMpro	 		13
Agyrinensis	, is	ADJqua	 		24
Agyrium	, i	NOMpro	 		12
ah		INJ	 	a, ah	90
aha		INJ	Auto. 	aha	9
Ahala	, ae	NOMpro	Auto. 	Ahala, Ahalas	11
Ahenobarbus	, i	NOMpro	Auto. 	Ahenobarbum	12
Aiax		NOMpro	 		13
aio	, in, is	VER	 	ait, aiunt	56
ala	, ae	NOMcom	 	alis, alas	11
Alabanda	, i	NOMpro	Auto. 	Alabandis	12
alabaster	, i	NOMcom	Auto. 	alabastris	12
alacer	, ris	ADJqua	 	alacres, alacer	23
alacritas	, tis	NOMcom	 	alacritatem, alacritate	13
alacriter		ADV	 		60
Alani	, i	NOMpro	Auto. 	Alanis	12
alapa	, ae	NOMcom	 	alapa, alapas	11
alarii	, i	NOMcom	 	alarios, alariis	12
alaris	, is	ADJqua	Auto. 	alares, alaris	2
alarius	, a, um	ADJqua	 	alarios, alariarum	21
alatus	, a, um	ADJqua	 	alatis, alato	21
Alaudae	, ae	NOMpro	Auto. 	Alaudae, Alaudarum	11
Alba1	, ae	NOMpro	 =Vir 		11
Alba2	, ae	NOMpro	 =Vrbs 		11
Alba	, ae	NOMpro	Auto. 	Alba, Albam	11
Albana	, ae	NOMpro	Auto. 	Albana	11
Albani	, i	NOMpro	 		12
Albanum	, i	NOMpro	Auto. 	Albanum, Albano	12
Albanus	, a, um	ADJqua	 		21
albarius	, a, um	ADJqua	 		21
albatus	, a, um	ADJqua	 	albatus, albata	21
albeo	, es, ere	VER	 	albentibus, albentes	52
albesco	, is, ere	VER	 	albescere, albescit	53
Albesius	, i	NOMpro	Auto. 	Albesium	12
Albianus		ADJqua	Auto. 	Albiano, Albiana	2
albiceris	, is	ADJqua	 	albicerem	24
Albici	, i	NOMpro	Auto. 	Albicos, Albicorum	12
albico	, as, are	VER	 	albicant, albicantis	51
albidus	, a, um	ADJqua	 	albidior	21
Albina	, i	NOMpro	Auto. 	Albinam	12
Albingaunum	, i	NOMpro	Auto. 	Albingaunum	12
Albinouanus	, i	NOMpro	Auto. 	Albinouano, Albinouanum	12
Albintimilium	, i	NOMpro	Auto. 	Albintimilium	12
Albinus	, i	NOMpro	 		12
Albis		NOMpro	Auto. 	Albim, Albin	13
Albius	, i	NOMpro	Auto. 	Albius, Albi	12
Albruna	, ae	NOMpro	Auto. 	Albrunam	11
Albucilla	, ae	NOMpro	Auto. 	Albucilla	11
Albucius	, i	NOMpro	Auto. 	Albucio, Albucius	12
Albula	, ae	NOMpro	 		11
albulus	, a, um	ADJqua	 	albulus	21
album	, i	NOMcom	 	albo, album	12
Albunea	, ae	NOMpro	Auto. 	Albuneae, Albunea	11
Alburnus	, i	NOMpro	Auto. 	Alburnum	12
albus	, a, um	ADJqua	 	alba, albis	21
Alcaeus	, i	NOMpro	Auto. 	Alcaeus, Alcaee	12
Alcander	, i	NOMpro	Auto. 	Alcandrum	12
Alcanor	, Alcanoris	NOMpro	Auto. 	Alcanore, Alcanor	13
Alcathous	, i	NOMpro	Auto. 	Alcathoi, Alcathoum	12
alcedonia	, i	NOMcom	Auto. 	alcedonia	12
alces		NOMcom	 	alces	13
Alcesimus	, i	NOMpro	Auto. 	Alcesime	12
Alcestis		NOMpro	Auto. 	Alcestim	13
Alcibiades	, Alcibiadis	NOMpro	Auto. (Greek)	Alcibiadem, Alcibiadis	17
Alcides	, Alcidis	NOMpro	Auto. (Greek)	Alcides, Alcidae	17
Alcimede		NOMpro	Auto. (Greek)	Alcimede	17
Alcimedon		NOMpro	Auto. (Greek)	Alcimedontis, Alcimedon	17
Alcinous	, oi	NOMpro	Auto. 	Alcinoi, Alcinoo	12
Alcippe		NOMpro	Auto. (Greek)	Alcippen	17
Alcis		NOMpro	Auto. 	Alcis	13
Alcithoe		NOMpro	Auto. (Greek)	Alcithoen	17
Alcmaeonius		ADJqua	Auto. 	Alcmaeoniae	2
Alcmaeus	, i	NOMpro	Auto. 	Alcumeus	12
Alcmena	, ae	NOMpro	Auto. 	Alcumena, Alcumenae	11
Alcmene	, ae	NOMpro	Auto. 	Alcmenae	11
Alcon		NOMpro	Auto. (Greek)	Alconis, Alcon	17
alcyon		NOMcom	 (Greek)	alcyones, alcyonum	17
Alcyone		NOMpro	Auto. (Greek)	Alcyonen, Alcyone	17
alcyoneum	, i	NOMcom	 	halcyonea	12
alea	, ae	NOMcom	 	alea, aleam	11
aleator	, is	NOMcom	 	aleatoribus, aleatores	13
aleatorius	, i	ADJqua	Auto. 	aleatoria	2
alebria	, s	NOMcom	 	alebribus	13
alec	, is	NOMcom	Auto. 	hallec	13
Aleius		ADJqua	Auto. 	Aleia	2
aleo	, nis	NOMcom	 	aleo	13
Alernum	, i	NOMpro	Auto. 	Alerni	12
ales1	, itis	NOMcom	 L'Oiseau; Le Présage 	ales, alitibus	13
ales2	, itis	ADJqua	 	ales, alite	25
Ales	, itis	NOMpro	Auto. 	Alitis	13
alesco		VER	 	alescendi	53
